CowTagID,Location,sum_total,sum_total_dead,sum_total_alive,sal_avg,temp_avg,TA_avg,pH_avg,phos_avg,NN_avg,silicate_avg,ammonia_avg,sal_max,temp_max,TA_max,pH_max,phos_max,NN_max,silicate_max,ammonia_max,sal_min,temp_min,TA_min,pH_min,phos_min,NN_min,silicate_min,ammonia_min,sal_CV,temp_CV,TA_CV,pH_CV,phos_CV,NN_CV,silicate_CV,ammonia_CV,sal_sd,temp_sd,TA_sd,pH_sd,phos_sd,NN_sd,silicate_sd,ammonia_sd,SpeciesCounts_Poc,total_count_biotics,percent_cover
C1,Cabral,29,14,15,36.24142857142857,27.937142857142856,2310.261145285714,7.976237192312704,0.17115724185714284,0.6760733831428571,4.674597909714286,0.3052414822857143,36.58,29.35,2362.354403,8.051251381,0.23,2.51686028,6.538680142,0.637430379,35.9,26.49,2248.881745,7.837550779733506,0.13,0.08,2.847369785,0.02,5.850235402308213e-5,3.3774883797958564e-4,1.4698331144771823e-4,8.880674011665366e-5,0.00199723368217944,0.01178057881621026,0.00295356392577766,0.00809893542107369,0.21202088845879577,0.9435737536469682,33.956983344309236,0.07083436234465015,0.03418410083860198,0.7964535775656351,1.38067237536478,0.2472131052864811,19,210,9.047619047619047
C10,Cabral,11,8,3,36.3,28.49125,2293.940940375,7.970281823615192,0.1867025695,0.409068535625,4.668473158,0.402691886125,36.5,29.99,2351.076783,8.064817779138096,0.24,0.49,6.79,0.894382275,36.04,27.17,2256.387788,7.853484084,0.139594965,0.31,3.184521033,0.18,4.07311893312242e-5,3.456526810009335e-4,1.3050388368457242e-4,8.524495299403532e-5,0.00175258483481315,0.00160579449652535,0.002665825434853,0.00582105082400607,0.14785421727234385,0.9848076947567846,29.93682016619777,0.06794262994032911,0.03272120919263496,0.065688000320831,1.2445334486524922,0.2344089935548493,NA,NA,0
C11,Cabral,2,1,1,36.38125,28.68625,2311.39497425,7.978600091176749,0.210121639,0.72594002675,2.9282758918750003,0.3141750085,36.59,29.97,2333.809095,8.052661638594968,0.249897615,1.156297447,4.713742766,0.965451554,36.17,27.62,2260.350965,7.822619572,0.17,0.38,1.93,0.02,4.2730911166319735e-5,3.1356196933730873e-4,1.1940724980095536e-4,8.565330763278947e-5,0.00117322815872169,0.00315931120682442,0.00302472970968176,0.00941797607262827,0.155460396186967,0.8994917042902374,27.599731707894257,0.06833934880885642,0.02465206236315549,0.2293470461993698,0.8857243088299172,0.2958892712670783,2,80,2.5
C12,Cabral,86,48,38,36.43714285714286,27.97714285714286,2329.5401737142856,7.996918983489566,0.21434354225,0.89141471875,2.56840254375,0.29709120237500003,36.65,28.83,2358.511584,8.058770289873383,0.277882817,1.973447265,4.61,0.92289297,36.19,27.19,2270.018906,7.886573556,0.15,0.24,1.332314071,0.02,4.558718528999605e-5,2.0921117857266487e-4,1.4256232377202045e-4,6.531326936106881e-5,0.00166676588786185,0.00535100034215323,0.00440359888310911,0.00876794607069743,0.16610667828666276,0.585313103023867,33.210466048498475,0.05223049236272986,0.03572605045057753,0.4769960465031676,1.13102145730321,0.2604879640502657,8,196,4.081632653061225
C13,Cabral,16,13,3,36.21125,28.575,2287.8301595,7.923143253711363,0.21152857225,0.740531363625,4.93352995175,0.354191347,36.53,30.46,2332.698308,8.0690313229905275,0.29,1.164595177,6.18,1.098402673,35.3,26.62,2213.566904,7.712902032,0.146329616,0.44,2.834266218,0.02,1.0348991449095674e-4,4.896735016063388e-4,1.7923334067385062e-4,1.2648705996753243e-4,0.00189267882730838,0.00274394155875468,0.00209996132647176,0.00921735487970214,0.3747499166110657,1.399242030840113,41.00554423815735,0.1002175095863539,0.0400355650068346,0.20319747842119143,1.0360222101665126,0.32647073406187255,13,199,6.532663316582915
C14,Cabral,13,7,6,36.37833333333333,28.795,2301.4541705,7.96664872610118,0.19907821,0.5658509586666667,2.5230003455,0.4067291253333334,36.59,30.06,2339.79754,8.059177114289513,0.23,0.72154938,5.100120929,1.017612492,36.11,26.76,2248.772141,7.854626198,0.183916245,0.41,1.144260171,0.265309501,4.6173730698130176e-5,4.1785979438416785e-4,1.2472024174546177e-4,9.575476244977116e-5,8.248696906690894e-4,0.00180116299204398,0.00513564772797464,0.00694167159444173,0.16797233665801453,1.2032272779292112,28.70379205108612,0.07628445562885905,0.0164213581501656,0.10191898057630087,1.295724099204631,0.28233800159585315,NA,NA,0
C15,Cabral,14,7,7,36.495,28.996666666666663,2316.979361,7.978755031249733,0.21303471833333337,0.7989350070000001,1.7562005125,0.33902811416666667,36.68,30.35,2340.212488,8.07988155948271,0.242252877,1.236714805,2.39,0.774708485,36.21,26.78,2292.997625,7.861279285,0.19,0.55,1.070596873,0.172605288,5.2918061266178895e-5,4.8639297783953194e-4,7.303423982811622e-5,9.46763643546092e-5,8.909390986839469e-4,0.00275239795201597,0.00244717895313035,0.00621638603194491,0.19312446459091984,1.4103775047420293,16.92188263280695,0.0755399518434771,0.01898009599402885,0.21989870770606657,0.4297736931666749,0.21075296333422913,6,203,2.955665024630542
C16,Cabral,10,3,7,36.34625,28.0675,2311.553447125,7.972638598124192,0.195550022875,0.5140826595,3.276665479,0.368500820125,36.7,29.2,2352.743261,8.082047534490528,0.217316469,0.732318774,8.53,1.01,35.89,26.73,2276.492556,7.829249103,0.171630058,0.3,1.312127494,0.02,8.598375213205311e-5,2.944527436620339e-4,1.0097303746272156e-4,1.0371364646497296e-4,8.455561191081236e-4,0.00292207105242708,0.00647710224196144,0.009268448542673,0.31251869509296354,0.8264552382734136,23.34045728136358,0.082687142095885,0.01653485184336898,0.1502186057879679,2.1223297320188577,0.3415430889261362,NA,NA,0
C17,Cabral,42,29,13,36.31,28.00625,2297.57212775,7.979222678178332,0.18798354675,0.365901716125,4.77321899025,0.38870135475,36.61,29.26,2347.220464,8.077316411328644,0.26,0.530171957,8.92,1.263361642,36,26.57,2255.996627,7.87160586,0.12,0.09,2.110028505,0.02,5.801464179385387e-5,3.0927920111932874e-4,1.3180786341447534e-4,8.55896727933596e-5,0.00222406322280428,0.00326028210940773,0.00394465079691368,0.00961738258733713,0.2106511643534834,0.8661750626348201,30.28380731993775,0.0682939058170638,0.0418087292818985,0.1192942818883924,1.8828682093733211,0.37382896408470057,12,118,10.16949152542373
C18,Cabral,2,1,1,36.41,27.9725,2325.875399,8.00336843784549,0.2122005185,0.69269217175,2.116053597625,0.31227981825,36.63,28.89,2358.186363,8.060575455,0.263230402,1.167508209,4.33,1.09709865,35.99,26.89,2304.619843,7.910831882,0.17,0.43,1.085825343,0.02,5.535225706473302e-5,2.280401942462636e-4,7.632666696025871e-5,5.5068118065836664e-5,0.00119504214030547,0.00298873924509922,0.0049080765985319,0.01044077055487802,0.2015375679726929,0.6378854333553609,17.752631697053182,0.04407304380596662,0.02535885618021711,0.2070276278482238,1.0385753143742504,0.32604419312672606,7,219,3.1963470319634704
C19,Cabral,0,0,0,36.41875,26.97625,2334.070409,8.020949610368232,0.2226198585,0.70260186775,2.25540230625,0.31660189975,36.63,27.66,2377.895232,8.102933379,0.278201348,1.118251474,3.88,0.821060592,36.13,26.15,2306.758841,7.922316313,0.187465587,0.57,1.020307506,0.1,4.717391890488311e-5,1.979062389106906e-4,1.0071265959184618e-4,6.51779737304153e-5,0.00122108797223421,0.00234973131019275,0.00452147059987621,0.0067765869410717,0.1718015159117212,0.5338768177414517,23.50704385650182,0.05227892429975655,0.0271838431594832,0.1650925607252086,1.0197735218602375,0.2145480299364343,11,202,5.445544554455446
C2,Cabral,15,11,4,36.33625,28.40375,2303.6117141249997,7.961391768198906,0.2003422782857143,0.5853319062857143,5.434992272857143,0.41177306742857145,36.65,30.02,2370.08551,8.081071135628202,0.23,0.764803503,15.83,0.62579999,36.01,26.49,2250.884104,7.791398546,0.164667886,0.39,1.2335060900000001,0.03,6.789271156826391e-5,4.501120168629293e-4,1.6449447446981836e-4,1.1682090221433218e-4,0.00126697867472986,0.00247184407931436,0.00880702338224807,0.00491481252111924,0.24669665407223293,1.2784869198970428,37.89313982975093,0.09300569692427536,0.02538293942347951,0.14468492069861358,4.786610402939046,0.20237874276576232,3,191,1.5706806282722512
C20,Cabral,146,68,78,36.31125,27.99375,2301.034527125,7.971918476110513,0.176064342125,0.3632070725,4.4356332599999995,0.310693362875,36.55,29.41,2358.638678,8.057018704,0.22,0.66,6.38,0.880452934,36.03,26.35,2224.147446,7.866974805,0.129219964,0.2,2.675960957,0.09,5.475698440449286e-5,3.2687554151335815e-4,1.7070266232936952e-4,8.55303695940284e-5,0.00172159604577687,0.00368794675348676,0.00301972510672482,0.00775605083048082,0.19882945499576413,0.9150472190239568,39.279271989203934,0.0681841133635196,0.03031116752047069,0.13394883438698085,1.3394393119445671,0.24097535151515245,3,81,3.7037037037037033
C3,Cabral,1,0,1,36.3825,27.4575,2326.42469575,7.983082504520131,0.213083134,0.8205866755,2.3933351665,0.3234407385,36.69,27.96,2342.446091,8.06227151167327,0.28,1.19186229,5.39,0.793396057,36.12,26.69,2305.413099,7.868473391,0.19,0.38,1.186404077,0.02,6.448143099813549e-5,1.360177711323277e-4,6.071284796799848e-5,9.007018101942831e-5,0.00130431941875146,0.00301188845860466,0.0054483530258588,0.0074827546203834,0.23459956632896647,0.37347079508658865,14.124386886206686,0.07190376862751593,0.02779284694846196,0.24715155372232253,1.303973489629456,0.2420227680431095,13,191,6.806282722513089
C4,Cabral,2,0,2,36.275,28.78875,2295.42156175,7.962233664043783,0.176096690125,0.36157643625,4.525769305625,0.321702192625,36.53,30.16,2332.179498,8.04322766,0.23306099,0.52,8.33,0.912638604,36.02,27.27,2262.679391,7.827509968,0.12,0.06,2.54,0.03,5.59139447188194e-5,2.980532438519853e-4,8.584581120529489e-5,9.29736929778882e-5,0.00229237752718098,0.00405361524985464,0.00382373015225407,0.00851933347015387,0.20282783446751737,0.8580580323943843,19.70523260265536,0.07402782680990126,0.04036800950535042,0.14656917559710944,1.7305320556064288,0.27406882570520524,1,147,0.6802721088435374
C4,Cabral,2,0,2,36.275,28.78875,2295.42156175,7.962233664043783,0.176096690125,0.36157643625,4.525769305625,0.321702192625,36.53,30.16,2332.179498,8.04322766,0.23306099,0.52,8.33,0.912638604,36.02,27.27,2262.679391,7.827509968,0.12,0.06,2.54,0.03,5.59139447188194e-5,2.980532438519853e-4,8.584581120529489e-5,9.29736929778882e-5,0.00229237752718098,0.00405361524985464,0.00382373015225407,0.00851933347015387,0.20282783446751737,0.8580580323943843,19.70523260265536,0.07402782680990126,0.04036800950535042,0.14656917559710944,1.7305320556064288,0.27406882570520524,1,147,0.6802721088435374
C5,Cabral,6,6,0,36.2775,28.42625,2301.8346425,7.980695894744746,0.17250026737500002,0.37251650725,4.557215384,0.472726862875,36.55,30.31,2338.53947,8.061787385463742,0.23,0.639454822,8.28,1.135152426,35.81,26.35,2276.288714,7.853631333,0.11,0.03,1.968014166,0.02,6.317963798760303e-5,4.733451519767107e-4,9.050352600248136e-5,8.474699609412396e-5,0.00193034322137962,0.00522375793400399,0.0042514919718202,0.00853284469522978,0.22919993170952688,1.3455427626377972,20.832415142091115,0.0676340003820324,0.03329847218135043,0.1945936060294644,1.9374964618931527,0.4033704904175559,NA,NA,0
C6,Cabral,18,9,9,36.47375,28.385,2338.87778675,8.015203883613458,0.1847120995,0.41902082375,1.420618683625,0.2524015085,36.67,29.66,2361.357736,8.047546339638306,0.223596076,0.730729847,1.91,0.599376603,36.17,27.28,2314.273847,7.961811673,0.07,0.03,0.922207826,0.02,4.9863207724085776e-5,3.690658853596121e-4,6.432423702658513e-5,3.9687368776181685e-5,0.00276294102122496,0.00573892410280425,0.00218305341775763,0.00701017760236015,0.18186981727263735,1.047593515593259,15.044652913112182,0.03181023523452509,0.0510348636825137,0.2404728704995767,0.3101286472617905,0.1769379401688617,6,187,3.2085561497326207
C7,Cabral,8,5,3,36.45333333333333,28.781666666666663,2335.8709663333334,8.00456470464073,0.1956329435,0.6064147333333333,2.1462997035,0.41123596083333336,36.61,29.87,2359.80233,8.061058347292269,0.22,0.700540235,4.329135355,0.641460997,36.26,27.17,2289.055294,7.934577259,0.173632252,0.42,0.881834672,0.21,4.047055446873059e-5,3.8705669446613715e-4,1.0509027706105126e-4,5.298936910420971e-5,9.65963104535033e-4,0.00154084849205652,0.00526969018254556,0.00356038411826198,0.14752866122334593,1.1140136761226205,24.547732703083557,0.0424156833652737,0.01889742054525867,0.09343932274175232,1.1310334476334407,0.14641579838092075,2,131,1.5267175572519083
C8,Cabral,9,4,5,36.3125,28.23125,2316.46142725,7.985707076233959,0.1883020775,0.449165372,3.97653580375,0.46994653875,36.54,29.42,2344.863916,8.066410568654517,0.23,0.632657745,6.2,1.471531206,35.98,27.25,2277.778464,7.863973716,0.159707907,0.31,2.299499007,0.02,5.412481539516487e-5,2.661488853476977e-4,1.0172546748953968e-4,7.830289973511411e-5,0.00131544112271855,0.00233652748999389,0.00312453450156441,0.00984696858368255,0.19654073590369245,0.751371571947219,23.56431216084925,0.06253040205043389,0.02477002962368366,0.10494872392313354,1.242482331552305,0.4627548803081606,8,133,6.015037593984962
C9,Cabral,3,1,2,36.37625,27.8375,2318.776858125,7.999674631922573,0.193428585375,0.536836181625,3.186183272875,0.248768242,36.6,28.64,2347.298415,8.067012629709941,0.25,0.744765368,6.209320204,0.577978764,36.23,27.18,2265.558581,7.853260484,0.162210649,0.32,1.006141487,0.02,3.916211466550983e-5,1.7813097110028656e-4,1.2830549882399684e-4,8.097627500333143e-5,0.00125741366901435,0.00270234385239319,0.00567544400505225,0.00731690150056234,0.1424570873601252,0.4958720908004227,29.75118214432683,0.06477838529317365,0.02432197472286343,0.14507159551565574,1.8083004755036185,0.1820212723182056,2,196,1.0204081632653061
V1,Varari,93,71,22,36.48125,28.24375,2346.188776375,7.998135182549872,0.190191126,0.53709298475,2.347206797375,0.45508183275,36.67,29.3,2377.029989,8.065993322640152,0.23,0.84,5.11,0.828499422,36.22,27.1,2309.516077,7.90482291,0.143281048,0.154868566,0.91,0.230482094,4.090042844826524e-5,2.569548597096902e-4,8.630661545714282e-5,7.298660004310576e-5,0.00153261253264962,0.00398656466229051,0.00693035149612705,0.00432233798802946,0.14920987553282763,0.7257368818925564,20.24916125124616,0.05837566936594602,0.02914893033063429,0.2141155913368488,1.6266968139907432,0.19670174933573956,NA,NA,0
V10,Varari,62,41,21,36.47375,28.28,2345.21555375,8.016148270141985,0.179442168,0.33607662712499997,1.426567079125,0.27625400375,36.61,29.51,2370.347295,8.073040793958357,0.22,0.65,3.66,0.43,36.28,26.94,2303.174091,7.941249573,0.132885942,0.073660449,0.88,0.129792442,3.531331657543523e-5,3.1948899420168993e-4,9.289840897465676e-5,5.826550190463532e-5,0.00205905707651697,0.00670638409988997,0.00620717069716273,0.00301652495315206,0.1288009080443281,0.9035148756023792,21.78667936459936,0.04670649023017969,0.03694816658459485,0.225385894849575,0.8854945371081735,0.08333270957200392,40,204,19.607843137254903
V11,Varari,58,43,15,36.4625,28.175,2353.926474375,8.012728609038973,0.183813182875,0.463686328,2.08591149725,0.372399456875,36.63,29.3,2401.863591,8.05364284248099,0.23,1.11,7.61,1.02,36.12,26.97,2308.380986,7.941591869,0.130612012,0.122511503,0.66,0.092888905,4.314606163195729e-5,2.7558599998415577e-4,1.1029356000855711e-4,5.518400258273651e-5,0.00176537884432186,0.00625580557282511,0.01084689367204065,0.00731019037743545,0.15732132722552425,0.7764635549553589,25.962293085721036,0.04421744362559734,0.03244999043549908,0.29007315147452134,2.2625660219957884,0.27223109262098155,22,166,13.253012048192772
V12,Varari,131,119,12,36.46125,28.23625,2353.86685575,8.014308401623461,0.182928310875,0.364789527,1.421705055375,0.321454366125,36.63,29.38,2373.605395,8.058605818414089,0.24,0.75,4.18,0.76,36.28,27.02,2336.984344,7.944709264,0.131215299,0.111785903,0.85,0.125171999,3.654048217400604e-5,2.7440417687455576e-4,4.8474352703708406e-5,5.220906222342998e-5,0.00224593443610486,0.0062313071887654,0.00767233650213034,0.00621630337319213,0.13323116556669776,0.7748144939274174,11.410217218319463,0.0418419526018117,0.0410844992732659,0.22731156019814308,1.0907799591616856,0.19982578604701767,39,145,26.89655172413793
V13,Varari,8,4,4,36.52125,28.26875,2356.197046375,8.01250182717682,0.1821105118571429,0.3755840332857142,1.3974812328571429,0.5122123945714285,36.6,29.43,2381.363434,8.070331980923482,0.24,0.59,1.89,1.689881996,36.38,27.01,2332.892346,7.932415829,0.134742211,0.125666091,1.07,0.132612713,2.071674388511688e-5,3.000148022003273e-4,6.625373991836713e-5,6.336834019259037e-5,0.00211453721693,0.0046393877048715,0.00191634545955828,0.00983804447401346,0.07566013826143249,0.8481043439700502,15.610686630695406,0.05077389415782927,0.03850794549161007,0.17424799461717938,0.26780568154037027,0.5039168317934648,NA,NA,0
V14,Varari,2,0,2,36.41875,28.205,2347.2846262499997,8.010612365856165,0.18791985325,0.349528805875,2.76752988775,0.346129111625,36.57,29.4,2382.973932,8.093790972368412,0.23,0.6,3.66,0.69,36.28,26.97,2307.005078,7.915014661,0.143002608,0.174607276,1.45,0.223881462,2.8481689305879507e-5,3.061536967112832e-4,1.0972148673841616e-4,6.835217783047045e-5,0.00190831621544471,0.00453031106119744,0.00261393463444663,0.00435532891787425,0.10372675224084994,0.8635065015741743,25.754755899037747,0.05475428009619663,0.0358610503160966,0.15834742154626452,0.723414222545592,0.15075061291784894,NA,NA,0
V15,Varari,33,26,7,36.4475,28.1675,2346.72420625,8.005115420251354,0.1936423015,0.451634707875,2.3093493188750003,0.442277282875,36.59,29.4,2376.479103,8.062723405526853,0.28,1.08,7.61,1.451119107,36.15,26.87,2313.6248650000002,7.93708686,0.148246568,0.1682981,0.65,0.180377291,3.759540774092131e-5,3.066779011988926e-4,9.635037650951676e-5,5.987841690103766e-5,0.00216984113643558,0.00603712347988655,0.00997060596153023,0.00907111974169413,0.13702586236372294,0.8638349782019806,22.610776083618436,0.04793336384747358,0.04201730315487615,0.272657449924387,2.302561208603086,0.4011950191990254,20,200,10
V16,Varari,22,11,11,36.5375,28.17375,2354.6274765,8.024863207994303,0.17683791525,0.256706975875,1.07013477725,0.36665822,36.64,29.36,2373.334419,8.088842451372694,0.21,0.47,1.469932526,0.86,36.4,26.91,2321.911981,7.951601106,0.127456354,0.087811031,0.66,0.178217084,2.3001550464123735e-5,2.892307989970729e-4,6.724457994585518e-5,5.49723963642202e-5,0.00175430762997872,0.00559147101721602,0.00248566268841969,0.00546994879402785,0.0840419150082921,0.8148716223243783,15.83359355862115,0.04411459610385104,0.03102281039926065,0.1435369615522235,0.26599940873906447,0.20056016883094,NA,NA,0
V17,Varari,7,3,4,36.4975,28.12375,2351.91939125,8.009840131648383,0.189468352875,0.41211165325,2.844109791375,2.371812976875,37.05,29.28,2368.312777,8.075424710541673,0.29,0.99,7.39,17.11922004,36.02,26.98,2314.889032,7.921680295,0.141331966,0.156130402,1.25,0.187577982,7.66462869838043e-5,2.862405850422174e-4,6.884363749042559e-5,5.9284506176516754e-05,0.00265383083434099,0.00630778373998333,0.0064360419682854,0.02400725154291992,0.2797397859191398,0.8050158653581062,16.191468597791744,0.04748594167576203,0.05028169569914745,0.2599511185428,1.8304809979700936,5.694071074859985,NA,NA,0
V18,Varari,13,10,3,36.4225,28.17625,2357.802103375,8.010872399045612,0.2049987715,0.473935808375,2.784979697,0.786178960375,36.6,29.07,2382.01882,8.06491147928196,0.31,1.09,7.738904509,4.25986836,36,27.01,2320.524277,7.934220318,0.141192746,0.110343805,0.858814892,0.164055727,6.011532106255368e-5,2.632361728601908e-4,7.280503309235731e-5,6.097216091305102e-5,0.00243988323453195,0.0062586259458781,0.01043687449012516,0.0171035969275454,0.2189550281400861,0.7417008215551952,17.165986016144657,0.04884402009685281,0.05001730656824964,0.29661869469764907,2.906648355513581,1.3446488051170686,7,179,3.910614525139665
V19,Varari,5,2,3,36.5175,28.11875,2351.310898875,8.026288902240593,0.177265877875,0.25546221825,1.00265511025,0.320101337375,36.63,29.37,2370.493179,8.09779178367134,0.22,0.47,1.29,0.950458716,36.27,26.74,2317.13505,7.950193418,0.11887111,0.067080879,0.7,0.14,3.1454197904475686e-5,3.2285481231345594e-4,8.123128002653153e-5,5.831404785825284e-5,0.0021157009034689,0.00582124893610553,0.00213446969741381,0.00824115798695974,0.11486286719766908,0.9078273753738988,19.099999405595067,0.04680453951694216,0.03750415779743453,0.14871091662029717,0.21401369497857348,0.26380056931444756,3,123,2.4390243902439024
V2,Varari,96,52,44,36.425,28.27,2349.609676875,8.000545311497945,0.190153339375,0.548556364625,2.2096600595,0.61371223525,36.64,29.32,2365.03174,8.05555174101946,0.26,1.05,5.76,2.4,36.09,27.15,2328.302637,7.925236768,0.147550467,0.232831964,0.92,0.163935715,4.4474506434052824e-5,2.520199947726479e-4,5.063455677954381e-5,6.230609802565244e-5,0.00179517067083247,0.00441925565352869,0.00732603763536926,0.01161957009334706,0.1619983896860374,0.7124605252222755,11.897144459349278,0.04984827604368649,0.03413576978068539,0.24242108156481768,1.6188052757269282,0.7131072334632079,27,189,14.285714285714285
V20,Varari,4,4,0,36.50875,28.23125,2345.2135722499997,8.013553448818287,0.183378119625,0.311787091125,1.365156752375,0.27032725375,36.66,29.4,2375.327242,8.076786968432812,0.27,0.61,1.88,0.465584632,36.29,27.01,2316.749816,7.930857652,0.147596874,0.119176652,0.75,0.15511487,3.176162760415871e-5,2.9507617978099924e-4,7.933290483922341e-5,6.468911257340529e-5,0.00211047424465048,0.00521997482464189,0.00258603429299424,0.00402573951859135,0.11595773217933292,0.8330369400442335,18.60526051549644,0.05183896611636064,0.03870147985009983,0.16275207663208285,0.3530342176954396,0.10882671083736468,NA,NA,0
V3,Varari,2,2,0,36.497142857142855,28.384285714285713,2356.2556371428573,8.004229408128463,0.18104038075,0.4179128175,1.7134392475,0.40490870075,36.63,29.31,2380.835159,8.069751700432176,0.24,0.82,3.38,0.66846408,36.35,27.27,2343.713051,7.917425626,0.112838235,0.17487767,0.940740334,0.223401416,2.6538454077200905e-5,2.3014768690827588e-4,5.572500609857512e-5,6.984689577196459e-5,0.00211541575149717,0.00486285219664421,0.00529063464394648,0.00320713057710802,0.09685777496633266,0.6532577701686476,13.130235974958772,0.05590705772044425,0.0382975673095595,0.20322482625856472,0.9065181043121094,0.12985950751124098,13,142,9.15492957746479
V4,Varari,27,17,10,36.52375,28.265,2346.063045625,8.018389014017856,0.185036672875,0.418684395875,1.270093439375,0.412108263375,36.65,29.33,2369.173633,8.070973742992923,0.24,1.06,3.01,1.07,36.4,27.1,2320.14392,7.948435473,0.128152455,0.184071041,0.84,0.132552707,1.9674349684457343e-5,2.585426801364318e-4,7.458001122887423e-5,5.38530220207441e-5,0.00245125589787386,0.00696066201677624,0.00559493634900819,0.0066589808236737404,0.07185810292876989,0.7307708854056245,17.49694082863594,0.04318144801427961,0.04535722357078008,0.291432057138402,0.7106091950596021,0.2744221023091614,7,91,7.6923076923076925
V5,Varari,44,26,18,36.48,28.205,2347.91265075,8.014488839704956,0.17793991250000002,0.42712633325,1.693587049125,0.29266547375,36.61,29.37,2366.352432,8.061337258650727,0.25,1.05,5.43,0.470025058,36.23,26.97,2321.38849,7.946261267,0.116086706,0.135219987,0.86,0.04,3.23539646048732e-5,2.824830248118007e-4,6.714517617601905e-5,5.547604048070632e-5,0.00221053784021519,0.00639095504694687,0.00899050320328608,0.00502318454138674,0.11802726287857744,0.7967433714816838,15.765100858051266,0.04446121073036412,0.03933429098658317,0.2729745195167998,1.5226199790202135,0.14701126835386283,4,156,2.564102564102564
V6,Varari,32,18,14,36.4525,28.25625,2354.316926625,8.005361683350461,0.1885234655,0.464802269375,2.79623498725,0.28077359825,36.58,29.29,2415.341749,8.059622827798533,0.25,0.92,5,0.43,36.31,27.24,2322.780484,7.916228541,0.141610406,0.134498939,1.05,0.12,2.567393274622795e-5,2.462419471578907e-4,1.172414827628605e-4,6.410196241295878e-5,0.00170130048799512,0.00503606456146616,0.00518629515033443,0.00400263988683194,0.09358790334318742,0.6957874019380149,27.60236073712157,0.05131593937282716,0.03207350638536824,0.2340774236888487,1.4502099953570151,0.11238356035247772,1,144,0.6944444444444444
V7,Varari,16,4,12,36.42428571428571,28.43857142857143,2351.719525285714,8.001684770358775,0.196011863875,0.5113091205,2.92509483825,0.32946965525,36.58,29.48,2371.959181,8.077050143338493,0.25,0.92,5.850910131,0.7,36.26,27.08,2337.447513,7.913070487,0.148432195,0.168388231,1.01,0.162075537,2.7557948104820063e-5,2.726641391422663e-4,5.412480135368022e-5,6.94180734110392e-5,0.00176745735665094,0.00501358063294998,0.00498725249771049,0.00520183898601248,0.10037785754694246,0.7754178597007279,12.728635214566042,0.05554615408007598,0.03464426107967326,0.25634895039894884,1.45881865381024,0.17138480973875417,2,101,1.9801980198019802
V8,Varari,2,2,0,36.46875,28.265,2347.9263621249997,8.003253581326659,0.18645836625,0.49092993325,2.56918465475,0.287798073375,36.68,29.43,2367.278158,8.055299748971068,0.26,1.34,8.28,0.54,36.04,27.03,2321.38849,7.93021162,0.145415758,0.169830328,0.77,0.13123258,5.0232544211338336e-5,2.9582175851210955e-4,6.553837522067661e-5,6.171655059901243e-5,0.00184618200969364,0.00713537011799569,0.00920465996691968,0.00458261165591392,0.18319180967072451,0.8361402004344777,15.387927891146647,0.04939332046086742,0.03442360813276191,0.35029667757416694,2.364847113920169,0.1318866805597845,12,162,7.4074074074074066
V9,Varari,19,11,8,36.49875,28.3875,2351.6292185,8.011414621799082,0.18561393775,0.37027853325,1.28478809875,0.25253482925,36.61,29.45,2372.370084,8.069159867538033,0.24,0.66,2.37,0.45,36.38,27.16,2318.333575,7.93202266,0.131586553,0.105927381,0.97,0.163515675,2.297009208148304e-5,2.8621051522351464e-4,6.84462393825443e-5,6.186706733681731e-5,0.00222607635454443,0.00541024548736188,0.00352050326355349,0.00388056458087929,0.0838379648359029,0.8124801000907522,16.09601764284366,0.04956427278700066,0.04131907978991586,0.20032977635827917,0.45231006946240704,0.09799777138259506,NA,NA,0
