CowTagID,Location,sum_total,sum_total_dead,sum_total_alive,sal_sd,temp_sd,TA_sd,pH_sd,phos_sd,NN_sd,silicate_sd,ammonia_sd,MAXenv_params,max_value
C1,Cabral,29,14,15,0.21202088845879577,0.9435737536469682,33.956983344309236,0.07083436234465015,0.03418410083860198,0.7964535775656351,1.38067237536478,0.2472131052864811,sal_max,36.58
C1,Cabral,29,14,15,0.21202088845879577,0.9435737536469682,33.956983344309236,0.07083436234465015,0.03418410083860198,0.7964535775656351,1.38067237536478,0.2472131052864811,temp_max,29.35
C1,Cabral,29,14,15,0.21202088845879577,0.9435737536469682,33.956983344309236,0.07083436234465015,0.03418410083860198,0.7964535775656351,1.38067237536478,0.2472131052864811,TA_max,2362.354403
C1,Cabral,29,14,15,0.21202088845879577,0.9435737536469682,33.956983344309236,0.07083436234465015,0.03418410083860198,0.7964535775656351,1.38067237536478,0.2472131052864811,pH_max,8.051251381
C1,Cabral,29,14,15,0.21202088845879577,0.9435737536469682,33.956983344309236,0.07083436234465015,0.03418410083860198,0.7964535775656351,1.38067237536478,0.2472131052864811,phos_max,0.23
C1,Cabral,29,14,15,0.21202088845879577,0.9435737536469682,33.956983344309236,0.07083436234465015,0.03418410083860198,0.7964535775656351,1.38067237536478,0.2472131052864811,NN_max,2.51686028
C1,Cabral,29,14,15,0.21202088845879577,0.9435737536469682,33.956983344309236,0.07083436234465015,0.03418410083860198,0.7964535775656351,1.38067237536478,0.2472131052864811,silicate_max,6.538680142
C1,Cabral,29,14,15,0.21202088845879577,0.9435737536469682,33.956983344309236,0.07083436234465015,0.03418410083860198,0.7964535775656351,1.38067237536478,0.2472131052864811,ammonia_max,0.637430379
C10,Cabral,11,8,3,0.14785421727234385,0.9848076947567846,29.93682016619777,0.06794262994032911,0.032721209192634965,0.065688000320831,1.2445334486524922,0.2344089935548493,sal_max,36.5
C10,Cabral,11,8,3,0.14785421727234385,0.9848076947567846,29.93682016619777,0.06794262994032911,0.032721209192634965,0.065688000320831,1.2445334486524922,0.2344089935548493,temp_max,29.99
C10,Cabral,11,8,3,0.14785421727234385,0.9848076947567846,29.93682016619777,0.06794262994032911,0.032721209192634965,0.065688000320831,1.2445334486524922,0.2344089935548493,TA_max,2351.076783
C10,Cabral,11,8,3,0.14785421727234385,0.9848076947567846,29.93682016619777,0.06794262994032911,0.032721209192634965,0.065688000320831,1.2445334486524922,0.2344089935548493,pH_max,8.064817779138096
C10,Cabral,11,8,3,0.14785421727234385,0.9848076947567846,29.93682016619777,0.06794262994032911,0.032721209192634965,0.065688000320831,1.2445334486524922,0.2344089935548493,phos_max,0.24
C10,Cabral,11,8,3,0.14785421727234385,0.9848076947567846,29.93682016619777,0.06794262994032911,0.032721209192634965,0.065688000320831,1.2445334486524922,0.2344089935548493,NN_max,0.49
C10,Cabral,11,8,3,0.14785421727234385,0.9848076947567846,29.93682016619777,0.06794262994032911,0.032721209192634965,0.065688000320831,1.2445334486524922,0.2344089935548493,silicate_max,6.79
C10,Cabral,11,8,3,0.14785421727234385,0.9848076947567846,29.93682016619777,0.06794262994032911,0.032721209192634965,0.065688000320831,1.2445334486524922,0.2344089935548493,ammonia_max,0.894382275
C11,Cabral,2,1,1,0.155460396186967,0.8994917042902374,27.599731707894257,0.06833934880885642,0.024652062363155494,0.2293470461993698,0.8857243088299172,0.2958892712670783,sal_max,36.59
C11,Cabral,2,1,1,0.155460396186967,0.8994917042902374,27.599731707894257,0.06833934880885642,0.024652062363155494,0.2293470461993698,0.8857243088299172,0.2958892712670783,temp_max,29.97
C11,Cabral,2,1,1,0.155460396186967,0.8994917042902374,27.599731707894257,0.06833934880885642,0.024652062363155494,0.2293470461993698,0.8857243088299172,0.2958892712670783,TA_max,2333.809095
C11,Cabral,2,1,1,0.155460396186967,0.8994917042902374,27.599731707894257,0.06833934880885642,0.024652062363155494,0.2293470461993698,0.8857243088299172,0.2958892712670783,pH_max,8.052661638594968
C11,Cabral,2,1,1,0.155460396186967,0.8994917042902374,27.599731707894257,0.06833934880885642,0.024652062363155494,0.2293470461993698,0.8857243088299172,0.2958892712670783,phos_max,0.249897615
C11,Cabral,2,1,1,0.155460396186967,0.8994917042902374,27.599731707894257,0.06833934880885642,0.024652062363155494,0.2293470461993698,0.8857243088299172,0.2958892712670783,NN_max,1.156297447
C11,Cabral,2,1,1,0.155460396186967,0.8994917042902374,27.599731707894257,0.06833934880885642,0.024652062363155494,0.2293470461993698,0.8857243088299172,0.2958892712670783,silicate_max,4.713742766
C11,Cabral,2,1,1,0.155460396186967,0.8994917042902374,27.599731707894257,0.06833934880885642,0.024652062363155494,0.2293470461993698,0.8857243088299172,0.2958892712670783,ammonia_max,0.965451554
C12,Cabral,86,48,38,0.16610667828666276,0.585313103023867,33.210466048498475,0.05223049236272986,0.03572605045057753,0.47699604650316757,1.13102145730321,0.2604879640502657,sal_max,36.65
C12,Cabral,86,48,38,0.16610667828666276,0.585313103023867,33.210466048498475,0.05223049236272986,0.03572605045057753,0.47699604650316757,1.13102145730321,0.2604879640502657,temp_max,28.83
C12,Cabral,86,48,38,0.16610667828666276,0.585313103023867,33.210466048498475,0.05223049236272986,0.03572605045057753,0.47699604650316757,1.13102145730321,0.2604879640502657,TA_max,2358.511584
C12,Cabral,86,48,38,0.16610667828666276,0.585313103023867,33.210466048498475,0.05223049236272986,0.03572605045057753,0.47699604650316757,1.13102145730321,0.2604879640502657,pH_max,8.058770289873383
C12,Cabral,86,48,38,0.16610667828666276,0.585313103023867,33.210466048498475,0.05223049236272986,0.03572605045057753,0.47699604650316757,1.13102145730321,0.2604879640502657,phos_max,0.277882817
C12,Cabral,86,48,38,0.16610667828666276,0.585313103023867,33.210466048498475,0.05223049236272986,0.03572605045057753,0.47699604650316757,1.13102145730321,0.2604879640502657,NN_max,1.973447265
C12,Cabral,86,48,38,0.16610667828666276,0.585313103023867,33.210466048498475,0.05223049236272986,0.03572605045057753,0.47699604650316757,1.13102145730321,0.2604879640502657,silicate_max,4.61
C12,Cabral,86,48,38,0.16610667828666276,0.585313103023867,33.210466048498475,0.05223049236272986,0.03572605045057753,0.47699604650316757,1.13102145730321,0.2604879640502657,ammonia_max,0.92289297
C13,Cabral,16,13,3,0.3747499166110657,1.399242030840113,41.00554423815735,0.1002175095863539,0.0400355650068346,0.20319747842119146,1.0360222101665126,0.32647073406187255,sal_max,36.53
C13,Cabral,16,13,3,0.3747499166110657,1.399242030840113,41.00554423815735,0.1002175095863539,0.0400355650068346,0.20319747842119146,1.0360222101665126,0.32647073406187255,temp_max,30.46
C13,Cabral,16,13,3,0.3747499166110657,1.399242030840113,41.00554423815735,0.1002175095863539,0.0400355650068346,0.20319747842119146,1.0360222101665126,0.32647073406187255,TA_max,2332.698308
C13,Cabral,16,13,3,0.3747499166110657,1.399242030840113,41.00554423815735,0.1002175095863539,0.0400355650068346,0.20319747842119146,1.0360222101665126,0.32647073406187255,pH_max,8.0690313229905275
C13,Cabral,16,13,3,0.3747499166110657,1.399242030840113,41.00554423815735,0.1002175095863539,0.0400355650068346,0.20319747842119146,1.0360222101665126,0.32647073406187255,phos_max,0.29
C13,Cabral,16,13,3,0.3747499166110657,1.399242030840113,41.00554423815735,0.1002175095863539,0.0400355650068346,0.20319747842119146,1.0360222101665126,0.32647073406187255,NN_max,1.164595177
C13,Cabral,16,13,3,0.3747499166110657,1.399242030840113,41.00554423815735,0.1002175095863539,0.0400355650068346,0.20319747842119146,1.0360222101665126,0.32647073406187255,silicate_max,6.18
C13,Cabral,16,13,3,0.3747499166110657,1.399242030840113,41.00554423815735,0.1002175095863539,0.0400355650068346,0.20319747842119146,1.0360222101665126,0.32647073406187255,ammonia_max,1.098402673
C14,Cabral,13,7,6,0.16797233665801453,1.2032272779292112,28.703792051086122,0.07628445562885905,0.016421358150165603,0.10191898057630087,1.295724099204631,0.28233800159585315,sal_max,36.59
C14,Cabral,13,7,6,0.16797233665801453,1.2032272779292112,28.703792051086122,0.07628445562885905,0.016421358150165603,0.10191898057630087,1.295724099204631,0.28233800159585315,temp_max,30.06
C14,Cabral,13,7,6,0.16797233665801453,1.2032272779292112,28.703792051086122,0.07628445562885905,0.016421358150165603,0.10191898057630087,1.295724099204631,0.28233800159585315,TA_max,2339.79754
C14,Cabral,13,7,6,0.16797233665801453,1.2032272779292112,28.703792051086122,0.07628445562885905,0.016421358150165603,0.10191898057630087,1.295724099204631,0.28233800159585315,pH_max,8.059177114289513
C14,Cabral,13,7,6,0.16797233665801453,1.2032272779292112,28.703792051086122,0.07628445562885905,0.016421358150165603,0.10191898057630087,1.295724099204631,0.28233800159585315,phos_max,0.23
C14,Cabral,13,7,6,0.16797233665801453,1.2032272779292112,28.703792051086122,0.07628445562885905,0.016421358150165603,0.10191898057630087,1.295724099204631,0.28233800159585315,NN_max,0.72154938
C14,Cabral,13,7,6,0.16797233665801453,1.2032272779292112,28.703792051086122,0.07628445562885905,0.016421358150165603,0.10191898057630087,1.295724099204631,0.28233800159585315,silicate_max,5.100120929
C14,Cabral,13,7,6,0.16797233665801453,1.2032272779292112,28.703792051086122,0.07628445562885905,0.016421358150165603,0.10191898057630087,1.295724099204631,0.28233800159585315,ammonia_max,1.017612492
C15,Cabral,14,7,7,0.19312446459091986,1.4103775047420293,16.92188263280695,0.0755399518434771,0.01898009599402885,0.21989870770606657,0.4297736931666749,0.21075296333422913,sal_max,36.68
C15,Cabral,14,7,7,0.19312446459091986,1.4103775047420293,16.92188263280695,0.0755399518434771,0.01898009599402885,0.21989870770606657,0.4297736931666749,0.21075296333422913,temp_max,30.35
C15,Cabral,14,7,7,0.19312446459091986,1.4103775047420293,16.92188263280695,0.0755399518434771,0.01898009599402885,0.21989870770606657,0.4297736931666749,0.21075296333422913,TA_max,2340.212488
C15,Cabral,14,7,7,0.19312446459091986,1.4103775047420293,16.92188263280695,0.0755399518434771,0.01898009599402885,0.21989870770606657,0.4297736931666749,0.21075296333422913,pH_max,8.07988155948271
C15,Cabral,14,7,7,0.19312446459091986,1.4103775047420293,16.92188263280695,0.0755399518434771,0.01898009599402885,0.21989870770606657,0.4297736931666749,0.21075296333422913,phos_max,0.242252877
C15,Cabral,14,7,7,0.19312446459091986,1.4103775047420293,16.92188263280695,0.0755399518434771,0.01898009599402885,0.21989870770606657,0.4297736931666749,0.21075296333422913,NN_max,1.236714805
C15,Cabral,14,7,7,0.19312446459091986,1.4103775047420293,16.92188263280695,0.0755399518434771,0.01898009599402885,0.21989870770606657,0.4297736931666749,0.21075296333422913,silicate_max,2.39
C15,Cabral,14,7,7,0.19312446459091986,1.4103775047420293,16.92188263280695,0.0755399518434771,0.01898009599402885,0.21989870770606657,0.4297736931666749,0.21075296333422913,ammonia_max,0.774708485
C16,Cabral,10,3,7,0.31251869509296354,0.8264552382734136,23.34045728136358,0.082687142095885,0.01653485184336898,0.1502186057879679,2.1223297320188577,0.3415430889261362,sal_max,36.7
C16,Cabral,10,3,7,0.31251869509296354,0.8264552382734136,23.34045728136358,0.082687142095885,0.01653485184336898,0.1502186057879679,2.1223297320188577,0.3415430889261362,temp_max,29.2
C16,Cabral,10,3,7,0.31251869509296354,0.8264552382734136,23.34045728136358,0.082687142095885,0.01653485184336898,0.1502186057879679,2.1223297320188577,0.3415430889261362,TA_max,2352.743261
C16,Cabral,10,3,7,0.31251869509296354,0.8264552382734136,23.34045728136358,0.082687142095885,0.01653485184336898,0.1502186057879679,2.1223297320188577,0.3415430889261362,pH_max,8.082047534490528
C16,Cabral,10,3,7,0.31251869509296354,0.8264552382734136,23.34045728136358,0.082687142095885,0.01653485184336898,0.1502186057879679,2.1223297320188577,0.3415430889261362,phos_max,0.217316469
C16,Cabral,10,3,7,0.31251869509296354,0.8264552382734136,23.34045728136358,0.082687142095885,0.01653485184336898,0.1502186057879679,2.1223297320188577,0.3415430889261362,NN_max,0.732318774
C16,Cabral,10,3,7,0.31251869509296354,0.8264552382734136,23.34045728136358,0.082687142095885,0.01653485184336898,0.1502186057879679,2.1223297320188577,0.3415430889261362,silicate_max,8.53
C16,Cabral,10,3,7,0.31251869509296354,0.8264552382734136,23.34045728136358,0.082687142095885,0.01653485184336898,0.1502186057879679,2.1223297320188577,0.3415430889261362,ammonia_max,1.01
C17,Cabral,42,29,13,0.2106511643534834,0.8661750626348201,30.283807319937754,0.0682939058170638,0.0418087292818985,0.11929428188839239,1.8828682093733211,0.37382896408470057,sal_max,36.61
C17,Cabral,42,29,13,0.2106511643534834,0.8661750626348201,30.283807319937754,0.0682939058170638,0.0418087292818985,0.11929428188839239,1.8828682093733211,0.37382896408470057,temp_max,29.26
C17,Cabral,42,29,13,0.2106511643534834,0.8661750626348201,30.283807319937754,0.0682939058170638,0.0418087292818985,0.11929428188839239,1.8828682093733211,0.37382896408470057,TA_max,2347.220464
C17,Cabral,42,29,13,0.2106511643534834,0.8661750626348201,30.283807319937754,0.0682939058170638,0.0418087292818985,0.11929428188839239,1.8828682093733211,0.37382896408470057,pH_max,8.077316411328644
C17,Cabral,42,29,13,0.2106511643534834,0.8661750626348201,30.283807319937754,0.0682939058170638,0.0418087292818985,0.11929428188839239,1.8828682093733211,0.37382896408470057,phos_max,0.26
C17,Cabral,42,29,13,0.2106511643534834,0.8661750626348201,30.283807319937754,0.0682939058170638,0.0418087292818985,0.11929428188839239,1.8828682093733211,0.37382896408470057,NN_max,0.530171957
C17,Cabral,42,29,13,0.2106511643534834,0.8661750626348201,30.283807319937754,0.0682939058170638,0.0418087292818985,0.11929428188839239,1.8828682093733211,0.37382896408470057,silicate_max,8.92
C17,Cabral,42,29,13,0.2106511643534834,0.8661750626348201,30.283807319937754,0.0682939058170638,0.0418087292818985,0.11929428188839239,1.8828682093733211,0.37382896408470057,ammonia_max,1.263361642
C18,Cabral,2,1,1,0.2015375679726929,0.6378854333553609,17.752631697053182,0.04407304380596662,0.025358856180217115,0.2070276278482238,1.0385753143742504,0.32604419312672606,sal_max,36.63
C18,Cabral,2,1,1,0.2015375679726929,0.6378854333553609,17.752631697053182,0.04407304380596662,0.025358856180217115,0.2070276278482238,1.0385753143742504,0.32604419312672606,temp_max,28.89
C18,Cabral,2,1,1,0.2015375679726929,0.6378854333553609,17.752631697053182,0.04407304380596662,0.025358856180217115,0.2070276278482238,1.0385753143742504,0.32604419312672606,TA_max,2358.186363
C18,Cabral,2,1,1,0.2015375679726929,0.6378854333553609,17.752631697053182,0.04407304380596662,0.025358856180217115,0.2070276278482238,1.0385753143742504,0.32604419312672606,pH_max,8.060575455
C18,Cabral,2,1,1,0.2015375679726929,0.6378854333553609,17.752631697053182,0.04407304380596662,0.025358856180217115,0.2070276278482238,1.0385753143742504,0.32604419312672606,phos_max,0.263230402
C18,Cabral,2,1,1,0.2015375679726929,0.6378854333553609,17.752631697053182,0.04407304380596662,0.025358856180217115,0.2070276278482238,1.0385753143742504,0.32604419312672606,NN_max,1.167508209
C18,Cabral,2,1,1,0.2015375679726929,0.6378854333553609,17.752631697053182,0.04407304380596662,0.025358856180217115,0.2070276278482238,1.0385753143742504,0.32604419312672606,silicate_max,4.33
C18,Cabral,2,1,1,0.2015375679726929,0.6378854333553609,17.752631697053182,0.04407304380596662,0.025358856180217115,0.2070276278482238,1.0385753143742504,0.32604419312672606,ammonia_max,1.09709865
C19,Cabral,0,0,0,0.1718015159117212,0.5338768177414517,23.50704385650182,0.05227892429975655,0.027183843159483204,0.16509256072520861,1.0197735218602377,0.2145480299364343,sal_max,36.63
C19,Cabral,0,0,0,0.1718015159117212,0.5338768177414517,23.50704385650182,0.05227892429975655,0.027183843159483204,0.16509256072520861,1.0197735218602377,0.2145480299364343,temp_max,27.66
C19,Cabral,0,0,0,0.1718015159117212,0.5338768177414517,23.50704385650182,0.05227892429975655,0.027183843159483204,0.16509256072520861,1.0197735218602377,0.2145480299364343,TA_max,2377.895232
C19,Cabral,0,0,0,0.1718015159117212,0.5338768177414517,23.50704385650182,0.05227892429975655,0.027183843159483204,0.16509256072520861,1.0197735218602377,0.2145480299364343,pH_max,8.102933379
C19,Cabral,0,0,0,0.1718015159117212,0.5338768177414517,23.50704385650182,0.05227892429975655,0.027183843159483204,0.16509256072520861,1.0197735218602377,0.2145480299364343,phos_max,0.278201348
C19,Cabral,0,0,0,0.1718015159117212,0.5338768177414517,23.50704385650182,0.05227892429975655,0.027183843159483204,0.16509256072520861,1.0197735218602377,0.2145480299364343,NN_max,1.118251474
C19,Cabral,0,0,0,0.1718015159117212,0.5338768177414517,23.50704385650182,0.05227892429975655,0.027183843159483204,0.16509256072520861,1.0197735218602377,0.2145480299364343,silicate_max,3.88
C19,Cabral,0,0,0,0.1718015159117212,0.5338768177414517,23.50704385650182,0.05227892429975655,0.027183843159483204,0.16509256072520861,1.0197735218602377,0.2145480299364343,ammonia_max,0.821060592
C2,Cabral,15,11,4,0.24669665407223293,1.2784869198970428,37.89313982975093,0.09300569692427536,0.025382939423479512,0.14468492069861358,4.786610402939046,0.20237874276576232,sal_max,36.65
C2,Cabral,15,11,4,0.24669665407223293,1.2784869198970428,37.89313982975093,0.09300569692427536,0.025382939423479512,0.14468492069861358,4.786610402939046,0.20237874276576232,temp_max,30.02
C2,Cabral,15,11,4,0.24669665407223293,1.2784869198970428,37.89313982975093,0.09300569692427536,0.025382939423479512,0.14468492069861358,4.786610402939046,0.20237874276576232,TA_max,2370.08551
C2,Cabral,15,11,4,0.24669665407223293,1.2784869198970428,37.89313982975093,0.09300569692427536,0.025382939423479512,0.14468492069861358,4.786610402939046,0.20237874276576232,pH_max,8.081071135628202
C2,Cabral,15,11,4,0.24669665407223293,1.2784869198970428,37.89313982975093,0.09300569692427536,0.025382939423479512,0.14468492069861358,4.786610402939046,0.20237874276576232,phos_max,0.23
C2,Cabral,15,11,4,0.24669665407223293,1.2784869198970428,37.89313982975093,0.09300569692427536,0.025382939423479512,0.14468492069861358,4.786610402939046,0.20237874276576232,NN_max,0.764803503
C2,Cabral,15,11,4,0.24669665407223293,1.2784869198970428,37.89313982975093,0.09300569692427536,0.025382939423479512,0.14468492069861358,4.786610402939046,0.20237874276576232,silicate_max,15.83
C2,Cabral,15,11,4,0.24669665407223293,1.2784869198970428,37.89313982975093,0.09300569692427536,0.025382939423479512,0.14468492069861358,4.786610402939046,0.20237874276576232,ammonia_max,0.62579999
C20,Cabral,146,68,78,0.19882945499576413,0.9150472190239568,39.279271989203934,0.0681841133635196,0.030311167520470694,0.13394883438698083,1.3394393119445671,0.24097535151515245,sal_max,36.55
C20,Cabral,146,68,78,0.19882945499576413,0.9150472190239568,39.279271989203934,0.0681841133635196,0.030311167520470694,0.13394883438698083,1.3394393119445671,0.24097535151515245,temp_max,29.41
C20,Cabral,146,68,78,0.19882945499576413,0.9150472190239568,39.279271989203934,0.0681841133635196,0.030311167520470694,0.13394883438698083,1.3394393119445671,0.24097535151515245,TA_max,2358.638678
C20,Cabral,146,68,78,0.19882945499576413,0.9150472190239568,39.279271989203934,0.0681841133635196,0.030311167520470694,0.13394883438698083,1.3394393119445671,0.24097535151515245,pH_max,8.057018704
C20,Cabral,146,68,78,0.19882945499576413,0.9150472190239568,39.279271989203934,0.0681841133635196,0.030311167520470694,0.13394883438698083,1.3394393119445671,0.24097535151515245,phos_max,0.22
C20,Cabral,146,68,78,0.19882945499576413,0.9150472190239568,39.279271989203934,0.0681841133635196,0.030311167520470694,0.13394883438698083,1.3394393119445671,0.24097535151515245,NN_max,0.66
C20,Cabral,146,68,78,0.19882945499576413,0.9150472190239568,39.279271989203934,0.0681841133635196,0.030311167520470694,0.13394883438698083,1.3394393119445671,0.24097535151515245,silicate_max,6.38
C20,Cabral,146,68,78,0.19882945499576413,0.9150472190239568,39.279271989203934,0.0681841133635196,0.030311167520470694,0.13394883438698083,1.3394393119445671,0.24097535151515245,ammonia_max,0.880452934
C3,Cabral,1,0,1,0.23459956632896647,0.37347079508658865,14.124386886206686,0.07190376862751593,0.02779284694846196,0.24715155372232253,1.303973489629456,0.2420227680431095,sal_max,36.69
C3,Cabral,1,0,1,0.23459956632896647,0.37347079508658865,14.124386886206686,0.07190376862751593,0.02779284694846196,0.24715155372232253,1.303973489629456,0.2420227680431095,temp_max,27.96
