TrisCalDate,(Intercept),TTris,Location,treatmentID_rep,treatment_level,time,sampling_period,experiment_number,date,orion_pH,mV,temp,salinity,light,note,TA,phosphate,silicate,NN,ammonia,mVTris,pH
1/19/24,-86.81391083,1.208840725,Cabral,Low3,Low,7:42:00,3,5,1/19/24,NA,-51.9,28.644,35.74,200,NA,NA,NA,NA,NA,NA,-52.1878771,7.977406621
1/19/24,-86.81391083,1.208840725,Cabral,Med1,Medium,7:42:00,3,5,1/19/24,NA,-53.7,28.475,35.26,182,NA,NA,NA,NA,NA,NA,-52.39217119,8.008319041
1/19/24,-86.81391083,1.208840725,Cabral,Med2,Medium,7:42:00,3,5,1/19/24,NA,-51.6,28.573,35.24,165,NA,NA,NA,NA,NA,NA,-52.27370479,7.972165176
1/19/24,-86.81391083,1.208840725,Cabral,Med3,Medium,7:42:00,3,5,1/19/24,NA,-52.5,28.49,35.42,190,NA,NA,NA,NA,NA,NA,-52.37403858,7.988422365
1/19/24,-86.81391083,1.208840725,Cabral,High1,High,7:42:00,3,5,1/19/24,NA,-51.8,28.496,34.46,182,NA,NA,NA,NA,NA,NA,-52.36678553,7.974819091
1/19/24,-86.81391083,1.208840725,Cabral,High2,High,7:42:00,3,5,1/19/24,NA,-53.9,38.335,34.38,131,NA,NA,NA,NA,NA,NA,-40.47300164,7.905871166
1/19/24,-86.81391083,1.208840725,Cabral,High3,High,7:42:00,3,5,1/19/24,NA,-53.6,28.292,34.44,199,NA,NA,NA,NA,NA,NA,-52.61338904,8.007007045
1/19/24,-86.81391083,1.208840725,Cabral,Ambient1,Ambient,7:42:00,3,5,1/19/24,NA,-51.7,28.124,35.58,215,NA,NA,NA,NA,NA,NA,-52.81647428,7.979212163
1/19/24,-86.81391083,1.208840725,Cabral,Ambient2,Ambient,7:42:00,3,5,1/19/24,NA,-52.7,28.511,35.77,186,NA,NA,NA,NA,NA,NA,-52.34865292,7.992229886
1/19/24,-86.81391083,1.208840725,Cabral,Ambient3,Ambient,7:42:00,3,5,1/19/24,NA,-51.5,28.536,35.83,176,NA,NA,NA,NA,NA,NA,-52.3184319,7.972037981
1/19/24,-86.81391083,1.208840725,Cabral,Fresh_GW,Fresh,7:42:00,1,6,1/19/24,NA,-12.2,24.986,0.341,NA,NA,NA,2.03,275.96,0.34,18.69,-56.60981648,7.308510954
1/19/24,-86.81391083,1.208840725,Cabral,Low1,Low,12:00:00,1,6,1/19/24,NA,-53.9,30.593,34.96,NA,NA,2394.916134,0.16,2.15,0.2,0.33,-49.83184653,7.988663898
1/19/24,-86.81391083,1.208840725,Cabral,Low2,Low,12:00:00,1,6,1/19/24,NA,-53.3,30.73,35.14,NA,NA,2399.761484,0.22,2.68,0.29,1.23,-49.66623535,7.977591477
1/19/24,-86.81391083,1.208840725,Cabral,Low3,Low,12:00:00,1,6,1/19/24,NA,-52.3,30.654,34.8,NA,NA,2393.322148,0.21,3.13,0.29,0.53,-49.75810725,7.961186274
1/19/24,-86.81391083,1.208840725,Cabral,Med1,Medium,12:00:00,1,6,1/19/24,NA,-51.9,30.76,34.78,NA,NA,2425.279994,0.2,3.86,0.23,4.19,-49.62997013,7.953405744
1/19/24,-86.81391083,1.208840725,Cabral,Med2,Medium,12:00:00,1,6,1/19/24,NA,-52.2,30.61,34.77,NA,NA,2429.080396,0.28,5.31,0.33,1.67,-49.81129624,7.959934166
1/19/24,-86.81391083,1.208840725,Cabral,Med3,Medium,12:00:00,1,6,1/19/24,NA,-52,30.968,34.78,NA,NA,2435.072101,0.21,4.35,0.24,0.44,-49.37853126,7.952887157
1/19/24,-86.81391083,1.208840725,Cabral,High1,High,12:00:00,1,6,1/19/24,NA,-50.6,30.912,33.93,NA,NA,2513.136787,0.37,11.17,0.27,0.64,-49.44622634,7.928768547
1/19/24,-86.81391083,1.208840725,Cabral,High2,High,12:00:00,1,6,1/19/24,NA,-50.3,30.777,33.89,NA,NA,2507.630024,0.35,11.41,0.32,1.13,-49.60941984,7.925121125
1/19/24,-86.81391083,1.208840725,Cabral,High3,High,12:00:00,1,6,1/19/24,NA,-50.5,30.476,33.18,NA,NA,2513.716178,0.31,9.12,0.24,1.56,-49.9732809,7.930321007
1/19/24,-86.81391083,1.208840725,Cabral,Ambient1,Ambient,12:00:00,1,6,1/19/24,NA,-53.7,30.645,35.36,NA,NA,2389.587896,0.18,1.37,0.27,0.34,-49.76898681,7.985528847
1/19/24,-86.81391083,1.208840725,Cabral,Ambient2,Ambient,12:00:00,1,6,1/19/24,NA,-52.3,30.928,34.8,NA,NA,2383.067231,0.19,1.33,0.25,0.62,-49.42688489,7.958313837
1/19/24,-86.81391083,1.208840725,Cabral,Ambient3,Ambient,12:00:00,1,6,1/19/24,NA,-52.9,30.624,35.27,NA,NA,2374.258371,0.2,1.27,0.26,0.28,-49.79437247,7.972312814
1/19/24,-86.81391083,1.208840725,Cabral,Low1,Low,17:00:00,2,6,1/19/24,NA,-53,30.438,35.67,NA,NA,NA,NA,NA,NA,NA,-50.01921684,7.976678622
1/19/24,-86.81391083,1.208840725,Cabral,Low2,Low,17:00:00,2,6,1/19/24,NA,-54.1,30.505,35.43,NA,NA,NA,NA,NA,NA,NA,-49.93822451,7.993779798
1/19/24,-86.81391083,1.208840725,Cabral,Low3,Low,17:00:00,2,6,1/19/24,NA,-52.5,30.875,35.75,NA,NA,NA,NA,NA,NA,NA,-49.49095345,7.963922233
1/19/24,-86.81391083,1.208840725,Cabral,Med1,Medium,17:00:00,2,6,1/19/24,NA,-53,30.415,35.1,NA,NA,NA,NA,NA,NA,NA,-50.04702018,7.975862132
1/19/24,-86.81391083,1.208840725,Cabral,Med2,Medium,17:00:00,2,6,1/19/24,NA,-52,30.795,35.16,NA,NA,NA,NA,NA,NA,NA,-49.5876607,7.955386349
1/19/24,-86.81391083,1.208840725,Cabral,Med3,Medium,17:00:00,2,6,1/19/24,NA,-52.6,30.979,35.1,NA,NA,NA,NA,NA,NA,NA,-49.36523401,7.963291064
1/19/24,-86.81391083,1.208840725,Cabral,High1,High,17:00:00,2,6,1/19/24,NA,-51.2,30.927,34.27,NA,NA,NA,NA,NA,NA,NA,-49.42809373,7.939151582
1/19/24,-86.81391083,1.208840725,Cabral,High2,High,17:00:00,2,6,1/19/24,NA,-51.4,30.417,34.62,NA,NA,NA,NA,NA,NA,NA,-50.0446025,7.948402944
1/19/24,-86.81391083,1.208840725,Cabral,High3,High,17:00:00,2,6,1/19/24,NA,-53.1,30.384,34.23,NA,NA,NA,NA,NA,NA,NA,-50.08449424,7.976272953
1/19/24,-86.81391083,1.208840725,Cabral,Ambient1,Ambient,17:00:00,2,6,1/19/24,NA,-52.9,30.269,35.79,NA,NA,NA,NA,NA,NA,NA,-50.22351093,7.977029819
1/19/24,-86.81391083,1.208840725,Cabral,Ambient2,Ambient,17:00:00,2,6,1/19/24,NA,-53.7,30.764,35.9,NA,NA,NA,NA,NA,NA,NA,-49.62513477,7.985272448
1/19/24,-86.81391083,1.208840725,Cabral,Ambient3,Ambient,17:00:00,2,6,1/19/24,NA,-52.7,30.82,35.67,NA,NA,NA,NA,NA,NA,NA,-49.55743969,7.967669052
1/19/24,-86.81391083,1.208840725,Cabral,Low1,Low,9:50:00,3,6,1/20/24,NA,-54.4,28.822,35.91,110,NA,NA,NA,NA,NA,NA,-51.97270345,8.017592735
1/19/24,-86.81391083,1.208840725,Cabral,Low2,Low,9:50:00,3,6,1/20/24,NA,-52.9,28.79,35.91,97,NA,NA,NA,NA,NA,NA,-52.01138636,7.992896925
1/19/24,-86.81391083,1.208840725,Cabral,Low3,Low,9:50:00,3,6,1/20/24,NA,-52.4,28.938,35.94,106,NA,NA,NA,NA,NA,NA,-51.83247793,7.983048842
1/19/24,-86.81391083,1.208840725,Cabral,Med1,Medium,9:50:00,3,6,1/20/24,NA,-52.6,28.844,35.5,99,NA,NA,NA,NA,NA,NA,-51.94610896,7.98651747
1/19/24,-86.81391083,1.208840725,Cabral,Med2,Medium,9:50:00,3,6,1/20/24,NA,-52.6,29.03,35.47,105,NA,NA,NA,NA,NA,NA,-51.72126458,7.98449885
1/19/24,-86.81391083,1.208840725,Cabral,Med3,Medium,9:50:00,3,6,1/20/24,NA,-53.2,28.889,35.58,127,NA,NA,NA,NA,NA,NA,-51.89171113,7.996209996
1/19/24,-86.81391083,1.208840725,Cabral,High1,High,9:50:00,3,6,1/20/24,NA,-53,28.961,34.62,108,NA,NA,NA,NA,NA,NA,-51.80467459,7.990278481
1/19/24,-86.81391083,1.208840725,Cabral,High2,High,9:50:00,3,6,1/20/24,NA,-52.5,28.76,34.71,103,NA,NA,NA,NA,NA,NA,-52.04765158,7.984217002
1/19/24,-86.81391083,1.208840725,Cabral,High3,High,9:50:00,3,6,1/20/24,NA,-56,28.742,34.62,106,NA,NA,NA,NA,NA,NA,-52.06941071,8.042664589
1/19/24,-86.81391083,1.208840725,Cabral,Ambient1,Ambient,9:50:00,3,6,1/20/24,NA,-52.4,28.598,35.9,116,NA,NA,NA,NA,NA,NA,-52.24348378,7.986557262
1/19/24,-86.81391083,1.208840725,Cabral,Ambient2,Ambient,9:50:00,3,6,1/20/24,NA,-53,28.99,36.22,114,NA,NA,NA,NA,NA,NA,-51.76961821,7.993060903
1/19/24,-86.81391083,1.208840725,Cabral,Ambient3,Ambient,9:50:00,3,6,1/20/24,NA,-52.6,28.991,36.1,87,NA,NA,NA,NA,NA,NA,-51.76840937,7.986140788
2/15/24,-87.29830787,1.130866293,Varari,Ambient1,Ambient,11:20:00,1,NA,2/15/24,NA,-52.4,29.955,35.72,NA,NA,2370.591071,0.3,6.85,1.39,1.11,-53.42320807,7.925010028
2/15/24,-87.29830787,1.130866293,Varari,Ambient2,Ambient,11:20:00,1,NA,2/15/24,NA,-53.6,29.985,35.92,NA,NA,2375.564851,0.34,5.5,0.99,0.22,-53.38928208,7.94499206
2/15/24,-87.29830787,1.130866293,Varari,Low1,Low,11:20:00,1,NA,2/15/24,NA,-54.2,30.034,35.66,NA,NA,2380.847359,0.33,7.45,1.32,0.38,-53.33386963,7.953894738
2/15/24,-87.29830787,1.130866293,Varari,Low2,Low,11:20:00,1,NA,2/15/24,NA,-52.5,29.976,35.7,NA,NA,2385.935915,0.52,7.67,1.53,0.56,-53.39945987,7.926389363
2/15/24,-87.29830787,1.130866293,Varari,Med1,Medium,11:20:00,1,NA,2/15/24,NA,-51.3,29.907,35.33,NA,NA,2419.764158,0.38,12.98,1.97,0.56,-53.47748965,7.906539642
2/15/24,-87.29830787,1.130866293,Varari,Med2,Medium,11:20:00,1,NA,2/15/24,NA,-54,29.991,35.35,NA,NA,2467.695813,2.08,14.64,5.79,27.09,-53.38249688,7.950490862
2/15/24,-87.29830787,1.130866293,Varari,High1,High,11:20:00,1,NA,2/15/24,NA,-50.8,29.869,34.5,NA,NA,2488.374697,0.44,27.03,3.81,0.49,-53.52046257,7.897125892
2/15/24,-87.29830787,1.130866293,Varari,High2,High,11:20:00,1,NA,2/15/24,NA,-52.2,30.228,34.47,NA,NA,2520.91522,0.34,26.55,3.11,0.03,-53.11448157,7.916189589
2/15/24,-87.29830787,1.130866293,Varari,Fresh_GW,Fresh,11:20:00,1,NA,2/15/24,NA,-41.1,33.261,1.219,NA,NA,5354.956582,2.04,616.45,50.14,12.61,-49.6845641,7.682065923
2/15/24,-87.29830787,1.130866293,Varari,Ambient1,Ambient,17:00:00,2,NA,2/15/24,NA,-56,30.444,36.32,NA,NA,NA,NA,NA,NA,NA,-52.87021445,7.980202332
2/15/24,-87.29830787,1.130866293,Varari,Ambient2,Ambient,17:00:00,2,NA,2/15/24,NA,-52.2,29.965,36.15,NA,NA,NA,NA,NA,NA,NA,-53.4118994,7.922392422
2/15/24,-87.29830787,1.130866293,Varari,Low1,Low,17:00:00,2,NA,2/15/24,NA,-53.5,30.404,36.13,NA,NA,NA,NA,NA,NA,NA,-52.9154491,7.938807857
2/15/24,-87.29830787,1.130866293,Varari,Low2,Low,17:00:00,2,NA,2/15/24,NA,-53.2,30.038,36,NA,NA,NA,NA,NA,NA,NA,-53.32934616,7.937873387
2/15/24,-87.29830787,1.130866293,Varari,Med1,Medium,17:00:00,2,NA,2/15/24,NA,-53.5,30.264,35.76,NA,NA,NA,NA,NA,NA,NA,-53.07377038,7.939748972
2/15/24,-87.29830787,1.130866293,Varari,Med2,Medium,17:00:00,2,NA,2/15/24,NA,-53.3,29.994,35.72,NA,NA,NA,NA,NA,NA,NA,-53.37910428,7.939517118
2/15/24,-87.29830787,1.130866293,Varari,High1,High,17:00:00,2,NA,2/15/24,NA,-51.8,30.209,34.74,NA,NA,NA,NA,NA,NA,NA,-53.13596803,7.910255153
2/15/24,-87.29830787,1.130866293,Varari,High2,High,17:00:00,2,NA,2/15/24,NA,-53.1,30.201,34.75,NA,NA,NA,NA,NA,NA,NA,-53.14501496,7.931963939
2/15/24,-87.29830787,1.130866293,Varari,Ambient1,Ambient,9:30:00,3,NA,2/16/24,NA,-51,29.215,36.52,NA,NA,NA,NA,NA,NA,NA,-54.26004912,7.911892041
2/15/24,-87.29830787,1.130866293,Varari,Ambient2,Ambient,9:30:00,3,NA,2/16/24,NA,-55.1,29.342,36.5,NA,NA,NA,NA,NA,NA,NA,-54.1164291,7.97868272
2/15/24,-87.29830787,1.130866293,Varari,Low1,Low,9:30:00,3,NA,2/16/24,NA,-54.9,29.258,36.26,NA,NA,NA,NA,NA,NA,NA,-54.21142187,7.975871432
2/15/24,-87.29830787,1.130866293,Varari,Low2,Low,9:30:00,3,NA,2/16/24,NA,-55.1,29.333,36.35,NA,NA,NA,NA,NA,NA,NA,-54.1266069,7.978492536
2/15/24,-87.29830787,1.130866293,Varari,Med1,Medium,9:30:00,3,NA,2/16/24,NA,-56.5,29.336,35.94,NA,NA,NA,NA,NA,NA,NA,-54.1232143,8.000978433
2/15/24,-87.29830787,1.130866293,Varari,Med2,Medium,9:30:00,3,NA,2/16/24,NA,-53.4,29.407,36.09,NA,NA,NA,NA,NA,NA,NA,-54.04292279,7.948786935
2/15/24,-87.29830787,1.130866293,Varari,High1,High,9:30:00,3,NA,2/16/24,NA,-55.2,29.231,35,NA,NA,NA,NA,NA,NA,NA,-54.24195526,7.97875697
2/15/24,-87.29830787,1.130866293,Varari,High2,High,9:30:00,3,NA,2/16/24,NA,-56.2,29.537,35.14,NA,NA,NA,NA,NA,NA,NA,-53.89591018,7.992058296
2/15/24,-87.29830787,1.130866293,Varari,Ambient1,Ambient,9:30:00,1,NA,2/16/24,NA,-53.9,29.132,35.87,NA,NA,2359.482441,4.28,4.14,3.28,76.12,-54.35391102,7.959925502
2/15/24,-87.29830787,1.130866293,Varari,Ambient2,Ambient,9:30:00,1,NA,2/16/24,NA,-52.4,30.316,35.77,NA,NA,2365.080101,1.86,3.77,2.17,23.61,-53.01496533,7.920889468
2/15/24,-87.29830787,1.130866293,Varari,Low1,Low,9:30:00,1,NA,2/16/24,NA,-55.7,29.282,35.68,NA,NA,2383.705884,5.61,5.07,3.7,80.83,-54.18428108,7.987786046
2/15/24,-87.29830787,1.130866293,Varari,Low2,Low,9:30:00,1,NA,2/16/24,NA,-53.4,30.136,35.57,NA,NA,2380.030562,2.45,6.89,2.6,48.98,-53.21852127,7.93923031
2/15/24,-87.29830787,1.130866293,Varari,Med1,Medium,9:30:00,1,NA,2/16/24,NA,-53.1,29.259,35.29,NA,NA,2411.051568,4.67,9.83,4.59,87.34,-54.210291,7.943979612
2/15/24,-87.29830787,1.130866293,Varari,Med2,Medium,9:30:00,1,NA,2/16/24,NA,-53.2,30.126,35.11,NA,NA,2399.914723,1.14,11.13,1.62,13.12,-53.22982993,7.935163909
2/15/24,-87.29830787,1.130866293,Varari,High1,High,9:30:00,1,NA,2/16/24,NA,-55.2,29.049,34.08,NA,NA,2490.653024,1.4,21.49,2.95,15.73,-54.44777293,7.979186813
2/15/24,-87.29830787,1.130866293,Varari,High2,High,9:30:00,1,NA,2/16/24,NA,-51.9,30.403,34.38,NA,NA,2482.3544,2.09,21.46,5.44,51.94,-52.91657997,7.909016947
2/15/24,-87.29830787,1.130866293,Varari,Fresh_GW,Fresh,9:30:00,1,NA,2/16/24,NA,-33.5,27.338,1.068,NA,NA,5355.222085,8.88,266.05,51.26,86.84,-56.38268515,7.607265393
2/15/24,-87.29830787,1.130866293,Varari,Ambient1,Ambient,17:00:00,2,NA,2/16/24,NA,-54.6,29.689,36.52,NA,NA,NA,NA,NA,NA,NA,-53.7240185,7.966282924
2/15/24,-87.29830787,1.130866293,Varari,Ambient2,Ambient,17:00:00,2,NA,2/16/24,NA,-53.2,29.917,36.33,NA,NA,NA,NA,NA,NA,NA,-53.46618098,7.939931882
2/15/24,-87.29830787,1.130866293,Varari,Low1,Low,17:00:00,2,NA,2/16/24,NA,-52.4,29.975,36.33,NA,NA,NA,NA,NA,NA,NA,-53.40059074,7.925949491
2/15/24,-87.29830787,1.130866293,Varari,Low2,Low,17:00:00,2,NA,2/16/24,NA,-54.1,29.795,36.05,NA,NA,NA,NA,NA,NA,NA,-53.60414667,7.955794014
2/15/24,-87.29830787,1.130866293,Varari,Med1,Medium,17:00:00,2,NA,2/16/24,NA,-53.7,30.079,35.77,NA,NA,NA,NA,NA,NA,NA,-53.28298064,7.945263496
2/15/24,-87.29830787,1.130866293,Varari,Med2,Medium,17:00:00,2,NA,2/16/24,NA,-53.6,29.952,35.8,NA,NA,NA,NA,NA,NA,NA,-53.42660066,7.945150346
2/15/24,-87.29830787,1.130866293,Varari,High1,High,17:00:00,2,NA,2/16/24,NA,-54.63,29.824,34.87,NA,NA,NA,NA,NA,NA,NA,-53.57135155,7.962035345
2/15/24,-87.29830787,1.130866293,Varari,High2,High,17:00:00,2,NA,2/16/24,NA,-51,29.969,34.98,NA,NA,NA,NA,NA,NA,NA,-53.40737594,7.900179877
2/15/24,-87.29830787,1.130866293,Varari,Ambient1,Ambient,8:30:00,3,NA,2/17/24,NA,-53.7,28.844,37.05,NA,NA,NA,NA,NA,NA,NA,-54.67960052,7.962346627
2/15/24,-87.29830787,1.130866293,Varari,Ambient2,Ambient,8:30:00,3,NA,2/17/24,NA,-52.4,28.569,36.82,NA,NA,NA,NA,NA,NA,NA,-54.99058875,7.94341315
2/15/24,-87.29830787,1.130866293,Varari,Low1,Low,8:30:00,3,NA,2/17/24,NA,-52.2,28.635,36.69,NA,NA,NA,NA,NA,NA,NA,-54.91595157,7.939033438
2/15/24,-87.29830787,1.130866293,Varari,Low2,Low,8:30:00,3,NA,2/17/24,NA,-54.3,28.949,36.48,NA,NA,NA,NA,NA,NA,NA,-54.56085956,7.969962777
2/15/24,-87.29830787,1.130866293,Varari,Med1,Medium,8:30:00,3,NA,2/17/24,NA,-54.8,28.678,36.24,NA,NA,NA,NA,NA,NA,NA,-54.86732432,7.981036565
2/15/24,-87.29830787,1.130866293,Varari,Med2,Medium,8:30:00,3,NA,2/17/24,NA,-56.4,29.012,36.17,NA,NA,NA,NA,NA,NA,NA,-54.48961498,8.003627004
2/15/24,-87.29830787,1.130866293,Varari,High1,High,8:30:00,3,NA,2/17/24,NA,-57.7,28.89,35.39,NA,NA,NA,NA,NA,NA,NA,-54.62758067,8.025246773
2/15/24,-87.29830787,1.130866293,Varari,High2,High,8:30:00,3,NA,2/17/24,NA,-54.2,28.62,35.25,NA,NA,NA,NA,NA,NA,NA,-54.93291457,7.969754475